,Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec,qld_a,qld_b,i,M_planet [ME],K_RV [m/s],TSM,ESM,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Sectors_Observed,Cameras,CCDs,EdgeWarn
222,spoc-s01-s69-b0A-PC,SPOC,434105094,4506.01,PC,354.4097,-12.8412,354.410625192,-12.84252965,13.427,0.059,1357.5182934096736,0.00064167316,5.410702357730291,7.328049e-06,0.721195394906096,0.1301958,22498.10663624128,2344.9744,"2,29,42,69,92,96",v-shaped; flaring host,5.14513,0.477512,1,0.1850129961967468,0.00588037,2.98597262838114,0.33836955,299.4473529649698,2938.0,93.0,1.900215758122569,12.349441,False,2,4,1,1,4,4,4,2021-10-21 22:48:36.726374+00:00,2024-04-24 20:56:32.491000+00:00,434105094,354.409727595914,-12.8411557887418,203.26,-319.09,13.6343,STAR,tmgaia2,20190415,,,,23373831-1250277,,,2432393434611921408,,,tmgaia2,2.0,2.0,sblink,,,,68.901492564933,-67.5887819419513,349.745578008959,-9.56286042848836,,,17.02,0.2,,,,,,,,,,,11.462,0.023,10.83,0.022,10.452,0.021,AAA-222-111-000-0-0,,,,,,,,,,15.2673,0.002417,0.00868706,cdwrf,cdwrf,2839.0,157.0,5.09245,0.029328,,,0.185013,0.00588037,0.154449,0.0201359,24.3881,0.86559,DWARF,0.00200336822,0.0005746449,,,,,33.0,0.4291697,,,0.00191350619,,,,,,,,,,,,,,,,,,,cdwrf,17.8205,0.01097,13.8089,0.005152,0,,cdwrf,,cooldwarfs_v8,31.1991105474597,31.0014268627817,354.410625192055,-12.8425296499985,0.456744696513807,0.297434914570462,1,0,0.0,0.2423,0.5479,1.5707963267948966,9.196935948459288,11.637344640046306,180.71894169947325,,2603798.0053776717,1.9062592501009337,6.0,"1,1,1,1,4,1","3,3,1,3,3,3","0,0,0,0,0,0"
223,spoc-s01-s36-b0A-PC,SPOC,219175972,2441.02,PC,91.4105346322304,-51.680167257902,91.4101516482,-51.6796137966,12.8332,0.00736083,1325.9085912763396,0.004312724,5.5514856902132435,4.364267e-05,2.0186926839823176,0.38610852,1282.3227899162562,198.73074,"1,5,7,8,11,28,31,32,33,34,38,61,65,68,87,88,95,98",low SNR; interior to TOI 2441.01,4.76582,0.00699459,2,0.4676899909973144,0.0140024,2.031906219779192,0.26606938,481.20536697561937,3478.0,157.0,12.671932520712156,7.887797,False,2,4,2,2,4,4,4,2021-07-19 00:13:44.061495+00:00,2021-07-19 12:45:33.478000+00:00,219175972,91.4105346322304,-51.680167257902,-55.1542,128.546,12.8332,STAR,tmgaia2,20190415,,,192-007353,06053852-5140485,,J060538.46-514047.2,5549679632897904640,25542288,,tmgaia2,0.0549459,0.0665847,gaia2,11.802,0.0265068,gaia2,259.509274315347,-27.858158158483,93.4036694366332,-75.1027827205241,16.547,0.132,15.262,0.275,,,,,,,,,,,11.333,0.021,10.724,0.026,10.482,0.023,AAA-222-111-000-0-0,,10.333,0.022,10.255,0.02,10.101,0.041,9.46,0.433,14.0081,0.000489,0.00736083,cdwrf,cdwrf,3478.0,157.0,4.76582,0.00699459,,,0.46769,0.0140024,0.465235,0.0203602,4.54777,0.209598,DWARF,0.0288356133,0.00696971128,84.5243,0.1908,0.0,0.0,114.0,0.0330425054,,,0.00286192377,0.0,0.0,,,,,,,,,,,,0.1904,0.1912,bj2018,,,cdwrf,15.3009,0.003323,12.8838,0.001515,1,,ucac4,apassdr9,cooldwarfs_v8,0.94658195941671,1.03241915506671,91.4101516482321,-51.6796137965757,0.0241620669888692,0.027121677649668,1,0,0.0,0.1604,0.4325,1.5707963267948966,4.7841245583314365,2.8776402527514158,28.757809304005107,,17363745.614754047,12.71212307028533,18.0,"4,3,3,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3","4,4,3,2,3,4,1,4,3,3,3,3,3,4,3,3,4,4","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
224,spoc-s01-s69-b0A-PC,SPOC,271596225,797.03,PC,108.5617,-74.6025,108.563086211,-74.603094912,11.664,0.04,1327.4686503651265,0.0010786696,2.7309449116029514,8.51786e-06,1.111833744704037,0.42460805,456.1893835513682,51.033875,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,66,67,68,69,87,88,89,90,93,94,95,97,98",near 3:2 resonance with TOI 797.01; potential multi,4.77431,0.348429,3,0.4737020134925842,0.0140887,1.0182347451020712,1.8227699,634.826904721374,3704.0,64.0,38.38329901651763,11.402601,False,2,4,1,1,4,4,4,2021-07-08 23:15:53.861927+00:00,2024-02-22 20:35:56.547000+00:00,271596225,108.561734606872,-74.6025441369553,83.3502,-127.921,11.7144,STAR,tmgaia2,20190415,,,077-007262,07141480-7436089,,J071415.03-743610.4,5262540590756812032,33638726,,tmgaia2,0.0445729,0.042326,gaia2,17.767,0.0248273,gaia2,286.0409091475,-24.5910269469413,241.014315735485,-79.9553831783509,15.17,0.045,13.689,0.035,,,,,,,,,,,10.408,0.023,9.781,0.025,9.557,0.021,AAA-222-111-000-0-0,,9.383,0.023,9.302,0.02,9.184,0.027,9.255,0.496,12.8028,0.000391,0.00731113,cdwrf,cdwrf,3607.0,157.0,4.76051,0.00713645,,,0.473702,0.0140887,0.471474,0.0202932,4.43549,0.204998,DWARF,0.0342207663,0.008033318,56.1927,0.07895,0.0,0.0,143.0,0.0315428078,,,0.00842175,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.9613,0.002199,11.7497,0.001216,1,,cdwrf,apassdr9,cooldwarfs_v8,0.868820125351171,0.656466826110829,108.563086211138,-74.6030949120129,0.0223725960041797,0.0233056854656915,1,0,0.0,0.1671,0.4201,1.5707963267948966,1.0368771033310615,0.7830746322950619,4.957665305353213,,52594711.382241905,38.50496654184404,43.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","2,3,3,3,4,4,4,4,1,1,1,2,2,2,2,3,3,3,4,4,4,1,1,1,1,2,4,1,1,1,2,2,2,3,4,4,1,1,2,2,2,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
225,spoc-s01-s36-b0A-PC,SPOC,77156829,696.03,CP,68.1776,-39.7867,68.1789866289,-39.7908744118,10.51,0.06,1414.5629327066297,0.0013630722,4.9652068552764375,1.8849563e-05,0.9361523584329156,0.77546746,633.0580849171839,110.265656,"4,5,31,32,98,107",LHS 1678 d,4.89044,0.492117,3,0.3381899893283844,0.0104196,0.8566924641663332,2.6625428,462.9521337093354,3450.0,111.0,10.85588819828893,9.041866,False,5,5,5,5,5,5,5,2021-07-08 23:15:54.008269+00:00,2024-09-09 14:45:32.312000+00:00,77156829,68.1776452049697,-39.7867076079512,239.41,-967.772,10.4276,STAR,tmgaia2,20190415,,,252-004629,04324261-3947112,,,4864160624337973248,,,tmgaia2,0.0414089,0.0505479,gaia2,50.2773,0.0236008,gaia2,243.292623728124,-42.9177424953421,54.4651996487693,-60.5618333430705,,,12.6,0.2,,,,,,,,,,,9.02,0.032,8.501,0.047,8.264,0.029,AAA-111-111-000-0-0,,,,,,,,,,11.5403,0.000509,0.00732494,cdwrf,cdwrf,3563.0,157.0,4.88565,0.000948349,,,0.33819,0.0104196,0.320556,0.0204311,8.28746,0.237207,DWARF,0.0166065544,0.00397068867,19.8782,0.0094,0.0,0.0,50.0,0.00725740846,,,0.0121638505,0.0,0.0,,,,,,,,,,,,0.0094,0.0094,bj2018,,,cdwrf,12.7467,0.001993,10.4688,0.001312,1,,cdwrf,,cooldwarfs_v8,0.682855698438211,0.783900529927779,68.1789866288737,-39.7908744118108,0.0194923052130676,0.0252907416666783,1,0,0.0,0.1671,0.4201,1.5707963267948966,0.5582487584488777,0.44675016998913925,14.868883585886154,,14875397.032769319,10.890385173533268,6.0,"3,3,3,3,3,3","1,2,1,2,2,3","0,0,0,0,0,0"
226,spoc-s01-s65-b0A-PC,SPOC,54962195,663.03,PC,160.0665,-8.5107,160.065852462,-8.51108270314,11.672,0.04,1547.1387967836192,0.003127827,7.102474858550805,3.2585256e-05,2.754265243435662,0.5472849,1317.7157620449798,145.70102,"9,35,62,89,100",candidate 3 in multi-planet system; low SNR,4.76941,0.347691,3,0.5123609900474548,0.0152398,1.9895243960714164,0.55708754,481.31474060354776,3719.0,64.0,12.683457311821003,8.827338,False,2,4,1,1,4,4,4,2021-07-08 23:15:54.066987+00:00,2024-02-15 18:28:15.502000+00:00,54962195,160.066471450283,-8.51072550514979,-142.182,-82.962,11.7602,STAR,tmgaia2,20190415,,,408-053407,10401596-0830385,,J104015.85-083039.4,3762515188088861184,3855837,,tmgaia2,0.0746016,0.0615812,gaia2,15.5401,0.0432807,gaia2,256.572441451542,42.2550031186996,164.921750798137,-15.6584893215365,15.236,0.026,13.667,0.023,,,,,,,,,,,10.448,0.026,9.828,0.022,9.607,0.021,AAA-222-111-000-0-0,,9.461,0.023,9.42,0.02,9.359,0.037,8.64,0.428,12.8191,0.000515,0.00738936,cdwrf,cdwrf,3664.0,157.0,4.7266,0.00855101,,,0.512361,0.0152398,0.510139,0.0203013,3.7928,0.187702,DWARF,0.0426254235,0.00988944247,64.2308,0.1799,0.0,0.0,44.0,0.0295175742,,,0.00151206681,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.921,0.002173,11.7892,0.001681,1,,cdwrf,apassdr9,cooldwarfs_v8,1.16024969445043,0.954985483845023,160.065852461584,-8.51108270314209,0.0410979705985674,0.0301762635319896,1,0,0.0,0.2315,0.3808,1.5707963267948966,4.615940679081909,2.4051932832509597,35.05077447309964,,17379536.367199678,12.723683593741208,5.0,"1,1,1,1,1","4,3,3,3,3","0,0,0,0,0"
227,spoc-s01-s36-b0A-PC,SPOC,153065527,406.02,PC,49.2624,-42.2424,49.2626427688,-42.2441491607,11.222,0.04,1385.388370004584,0.0015644332,6.614911016112252,3.1293035e-05,0.9654604717364266,0.8199179,1060.5715819267089,201.45874,"3,4,30,31,97,105,106,107",potential multi,4.94138,0.395255,2,0.3886089920997619,0.0116001,1.2731553840438767,3.2967181,409.2506857293433,3349.0,63.0,6.629467789328355,7.381627,False,2,4,1,1,4,4,4,2021-07-19 00:13:44.061495+00:00,2021-07-19 12:45:33.478000+00:00,153065527,49.2624003935154,-42.2423717108197,41.6746,-412.827,11.2828,STAR,tmgaia2,20190415,,,239-003099,03170297-4214323,,,4851053999056603904,19743291,,tmgaia2,0.0551599,0.0739723,gaia2,32.1671,0.0350084,gaia2,249.55960689826,-56.8079017479977,27.1009286900867,-57.1318292604045,15.237,0.072,13.773,0.038,,,,,,,,,,,9.695,0.023,9.128,0.023,8.848,0.021,AAA-222-111-000-0-0,,,,,,,,,,12.5528,0.000332,0.00728556,cdwrf,cdwrf,3324.0,157.0,4.83718,0.0026576,,,0.388609,0.0116001,0.378565,0.0202713,6.45063,0.232111,DWARF,0.0166098028,0.00415277,31.0597,0.03405,0.0,0.0,36.0,0.009102005,,,0.005214552,0.0,0.0,,,,,,,,,,,,0.034,0.0341,bj2018,,,cdwrf,14.0662,0.001784,11.3571,0.001026,1,,cdwrf,apassdr9,cooldwarfs_v8,0.916947937674658,1.14707459672288,49.2626427688435,-42.2441491606721,0.0267518929410715,0.0339981617963135,1,0,0.0,0.1529,0.4604,1.5707963267948966,2.163280084288652,1.4081960659265513,6.178904886723132,,9084065.909032213,6.650509998031699,8.0,"3,3,3,3,3,4,3,3","1,2,1,2,1,2,3,2","0,0,0,0,0,0,0,0"
228,spoc-s01-s65-b0A-PC,SPOC,149788158,727.02,PC,130.7368334,-2.4980677000000004,130.736930668,-2.4985850341,11.0,0.0069999999999999,1518.087838849197,0.0014310536,0.7499711149934375,1.2874561e-05,1.0576059373724245,0.43571705,441.8866632705369,68.78463,"8,34,61,88,99",L1 candidate,4.74,0.01,2,0.4972040057182312,0.0147744,1.079714716106173,1.5446223,1005.0705332314212,3653.0,157.0,241.16104865060416,8.536096,False,2,4,2,2,4,4,4,2023-12-07 19:21:35.855522+00:00,2023-12-07 14:03:14.648000+00:00,149788158,130.736833368722,-2.49806772159504,22.577,-120.15,11.0002,STAR,tmgaia2,20190415,,,438-048401,08425684-0229529,1237673709865074876,J084256.85-022954.2,3072157538091829120,1459729,,tmgaia2,0.06974,0.048875,gaia2,23.2421,0.0337891,gaia2,228.846124779861,23.3203213758133,133.912702491276,-19.9441616998394,13.836,0.097,12.68,0.125,16.555,0.00901973,15.4822,0.0151662,14.4583,0.0115194,13.0816,0.00559478,11.0801,0.00381976,9.662,0.024,9.078,0.029,8.827,0.021,AAA-222-111-000-0-0,,8.69,0.023,8.62,0.02,8.537,0.025,8.442,0.364,12.0657,0.000309,0.00728679,cdwrf,cdwrf,3653.0,157.0,4.73985,0.00801711,,,0.497204,0.0147744,0.495286,0.0202891,4.02951,0.194327,DWARF,0.0396609046,0.009220046,42.972,0.06285,0.0,0.0,93.0,0.124406084,,,0.0027910585,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.1776,0.002904,11.0308,0.00102,1,,cdwrf,apassdr9,cooldwarfs_v8,1.08171192277993,0.758068282924449,130.736930667715,-2.49858503410285,0.0323856944548834,0.027687184215294,1,0,0.0,0.2315,0.3808,1.5707963267948966,1.2793392883396248,1.438419425894976,9.706990314942443,,330451190.7008423,241.92569380549156,5.0,"1,1,1,1,1","1,2,2,2,4","0,0,0,0,0"
229,spoc-s01-s36-b02-L1,SPOC,44898913,4306.01,PC,64.1298408207337,-28.3147096291883,64.1309096051,-28.3157908918,14.2683,0.0075572,1413.19188183461,0.0010724914,2.7299048854389345,1.19619135e-05,0.8257288469127964,0.3995385,7427.72496639624,1003.2614,"4,5,31,32,106,107",potential stellar variability; low SNR,5.15917,0.0427824,1,0.1554979979991912,0.00468671,1.3513606340692623,0.77290535,362.1910146357424,2887.0,157.0,4.066976750015692,8.324998,False,2,4,2,2,4,4,4,2021-07-19 00:13:44.061495+00:00,2021-07-19 12:45:33.478000+00:00,44898913,64.1298408207337,-28.3147096291883,218.534,-251.131,14.2683,STAR,tmgaia2,20190415,,,,04163114-2818526,,,4886243456388510720,,,tmgaia2,0.0955784,0.116839,gaia2,30.8071,0.0661161,gaia2,226.912348834838,-44.9490094399599,54.4781914598179,-48.6134538018768,,,18.0,0.2,,,,,,,,,,,12.258,0.023,11.692,0.025,11.344,0.023,AAA-222-111-000-0-0,,,,,,,,,,15.8213,0.000763,0.0075572,cdwrf,cdwrf,2887.0,157.0,5.15917,0.0427824,,,0.155498,0.00468671,0.127219,0.0200353,33.8359,2.28909,DWARF,0.00151332235,0.000423304271,32.4298,0.07005,0.0,0.0,41.0,0.00070491,,,0.00227094116,0.0,0.0,,,,,,,,,,,,0.0699,0.0702,bj2018,,,cdwrf,18.1688,0.010041,14.4218,0.002276,1,,cdwrf,,cooldwarfs_v8,1.52845984488664,1.81196220207107,64.1309096050541,-28.3157908918183,0.042319262590537,0.0589043522500482,1,0,0.0,0.1998,0.5387,1.5707963267948966,2.393692500372497,4.329820427058441,11.338359171582297,,5572818.512452095,4.079900520914128,6.0,"2,2,2,2,4,3","2,1,2,1,2,4","0,0,0,0,0,0"
230,spoc-s01-s36-b02-L1,SPOC,176797879,4353.01,PC,48.5823209401421,-34.0341401665575,48.5833560243,-34.0328035198,10.3347,0.00729844,1427.0197392314674,0.0040517324,718.1809317035184,0.00054976414,2.9233151374571458,0.67049795,973.6269155809748,122.86767,"4,31,97,105,106,107",period may be shorter than max period 718.181 days,4.80335,0.00489999,1,0.4256229996681213,0.0126833,1.365308880873504,0.7672082,206.68247922677423,3614.0,157.0,0.4312564974918677,7.295866,False,2,4,2,2,4,4,4,2021-07-28 19:58:07.767612+00:00,2021-10-04 18:29:17.920000+00:00,176797879,48.5823209401421,-34.0341401665575,199.226,310.448,10.3347,STAR,tmgaia2,20190415,,,280-003234,03141973-3402033,,,5048222066283198208,15042716,,tmgaia2,0.0553009,0.0647421,gaia2,39.7443,0.0468707,gaia2,234.507922641655,-58.6470144453743,32.3721603961036,-49.526091534847,13.852,0.046,12.313,0.027,,,,,,,,,,,8.979,0.032,8.374,0.021,8.128,0.021,AAA-111-111-000-0-0,,,,,,,,,,11.4055,0.0012,0.00729844,cdwrf,cdwrf,3614.0,157.0,4.80335,0.00489999,,,0.425623,0.0126833,0.420079,0.0202882,5.44823,0.223972,DWARF,0.02784181,0.00652960176,25.1426,0.02985,0.0,0.0,23.0,0.0008647564,,,0.0077265515,0.0,0.0,,,,,,,,,,,,0.0299,0.0298,bj2018,,,cdwrf,12.5718,0.002596,10.37,0.001118,1,,cdwrf,apassdr9,cooldwarfs_v8,0.896823967406982,1.00404923671705,48.5833560242937,-34.0328035197839,0.0273188624885207,0.0331285661564632,1,0,0.0,0.1671,0.4201,1.5707963267948966,2.435790452770542,0.31009398039607555,1.8390347101627533,,27428.777448628527,0.020080805278450953,6.0,"2,2,2,4,3,3","1,1,2,3,4,2","0,0,0,0,0,0"
231,spoc-s01-s36-b02-L1,SPOC,62301521,4341.01,PC,291.535826278218,-43.1824601189196,291.534894285,-43.1871877946,13.7827,0.00766299,1661.048552249821,0.009240395,18.404333414375444,0.012458659,7.879330953487607,0.83414465,9135.211016191435,1085.6766,"13,27,67,94,104,105",even transit looks better than odd; low SNR,5.22041,0.0557763,1,0.1333760023117065,0.00396582,1.2834432739383803,0.16381204,182.7961242602074,2891.0,157.0,0.2638693426479545,7.571882,False,2,4,2,2,4,4,4,2021-07-28 19:58:06.154878+00:00,2021-07-28 15:42:39.090000+00:00,62301521,291.535826278218,-43.1824601189196,-157.84,-1098.04,13.7827,STAR,tmgaia2,20190415,,,,19260859-4310563,,,6665111226973054208,,,tmgaia2,0.14895,0.115665,gaia2,42.0577,0.0861968,gaia2,355.144497653678,-24.2009409493044,286.659004265554,-20.9807102806422,19.054,0.162,16.9,0.2,,,,,,,,,,,11.943,0.025,11.417,0.022,11.119,0.022,AAA-222-111-000-0-0,,,,,,,,,,15.3239,0.000668,0.00766299,cdwrf,cdwrf,2891.0,157.0,5.22041,0.0557763,,,0.133376,0.00396582,0.10777,0.0200166,45.4218,4.41755,DWARF,0.00111954729,0.000311883749,23.7607,0.049,0.0,0.0,347.0,0.02891101,,,0.00316154654,0.0,0.0,,,,,,,,,,,,0.0489,0.0491,bj2018,,,cdwrf,17.6652,0.008467,13.9352,0.002691,1,,cdwrf,bpbj,cooldwarfs_v8,2.48408774391609,1.79387520247602,291.53489428534,-43.1871877946237,0.0739397281471575,0.0618830348491037,1,0,0.0,0.1998,0.5387,1.5707963267948966,2.1930422168497037,2.3454547329200013,8.408360012299356,,361569.55439773743,0.2647076717172564,6.0,"1,1,1,1,1,1","2,1,1,1,2,4","0,0,0,0,0,0"
232,spoc-s01-s36-b02-L1,SPOC,354944123,4342.01,PC,324.386930624803,-77.978753103862,324.389419575,-77.979146752,11.0318,0.00736425,1654.5324262775457,0.0015552475,5.538328999235158,3.8025082e-05,2.226388823541322,0.41871506,1407.1118647899125,130.05675,"13,27,66,67,93,94,101,102,103",potential L1 planet; near 2:1 resonance,4.65275,0.0107329,1,0.5981749892234802,0.0177148,2.2721408626821735,1.1171762,585.0169700793599,3883.0,157.0,27.68183391047648,8.499877,False,2,4,1,1,4,4,4,2021-07-28 19:58:06.488070+00:00,2021-07-28 15:42:52.123000+00:00,354944123,324.386930624803,-77.978753103862,120.399,-91.4254,11.0318,STAR,tmgaia2,20190415,,,061-029440,21373286-7758435,,J213733.26-775844.4,6355915466180482944,35090423,,tmgaia2,0.0428825,0.0432173,gaia2,16.2259,0.0268071,gaia2,313.860699625275,-34.6718265415488,288.696846156968,-58.1160617981914,14.055,0.011,12.669,0.057,,,,,,,,,,,9.832,0.024,9.179,0.024,9.018,0.021,AAA-222-111-000-0-0,,8.921,0.023,8.918,0.02,8.832,0.026,8.696,0.318,11.9822,0.000382,0.00736425,cdwrf,cdwrf,3883.0,157.0,4.65275,0.0107329,,,0.598175,0.0177148,0.586597,0.0202492,2.74066,0.149099,DWARF,0.07328596,0.0162656512,61.5204,0.1022,0.0,0.0,111.0,0.009541715,,,0.00329392287,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,12.9212,0.002572,11.0416,0.001543,1,,ucac4,apassdr9,cooldwarfs_v8,0.855438797787427,0.670272296150585,324.389419574858,-77.9791467520127,0.0220031200138186,0.023272571893872,1,0,0.0,0.2946,0.3316,1.5707963267948966,5.783610932327473,2.9830802998440493,49.346018641231375,,37931266.24268376,27.769752874001973,9.0,"3,3,3,3,3,3,4,3,3","1,2,1,2,1,2,2,3,2","0,0,0,0,0,0,0,0,0"
233,spoc-s01-s36-b02-L1,SPOC,354944123,4342.02,PC,324.386930624803,-77.978753103862,324.389419575,-77.979146752,11.0318,0.00736425,1659.3480225533378,0.0024497588,10.688608350669051,0.00011466265,2.667224487794717,0.34568244,1501.1726340658151,162.0491,"13,27,66,67,93,94,101,102,103",possible multi,4.65275,0.0107329,2,0.5981749892234802,0.0177148,2.464224524769591,0.4968625,469.88075713034453,3883.0,157.0,11.520508301593155,8.190688,False,2,4,1,1,4,4,4,2021-07-28 19:58:06.254314+00:00,2021-07-28 15:43:07.005000+00:00,354944123,324.386930624803,-77.978753103862,120.399,-91.4254,11.0318,STAR,tmgaia2,20190415,,,061-029440,21373286-7758435,,J213733.26-775844.4,6355915466180482944,35090423,,tmgaia2,0.0428825,0.0432173,gaia2,16.2259,0.0268071,gaia2,313.860699625275,-34.6718265415488,288.696846156968,-58.1160617981914,14.055,0.011,12.669,0.057,,,,,,,,,,,9.832,0.024,9.179,0.024,9.018,0.021,AAA-222-111-000-0-0,,8.921,0.023,8.918,0.02,8.832,0.026,8.696,0.318,11.9822,0.000382,0.00736425,cdwrf,cdwrf,3883.0,157.0,4.65275,0.0107329,,,0.598175,0.0177148,0.586597,0.0202492,2.74066,0.149099,DWARF,0.07328596,0.0162656512,61.5204,0.1022,0.0,0.0,111.0,0.009541715,,,0.00329392287,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,12.9212,0.002572,11.0416,0.001543,1,,ucac4,apassdr9,cooldwarfs_v8,0.855438797787427,0.670272296150585,324.389419574858,-77.9791467520127,0.0220031200138186,0.023272571893872,1,0,0.0,0.2946,0.3316,1.5707963267948966,6.638008729201658,2.749937914965484,44.05220329602722,,15786073.605238846,11.557098043170194,9.0,"3,3,3,3,3,3,4,3,3","1,2,1,2,1,2,2,3,2","0,0,0,0,0,0,0,0,0"
234,spoc-s01-s36-b02-L1,SPOC,313889049,4349.01,PC,0.128238740824328,-26.2315369358347,0.129574150721,-26.2310820041,11.7463,0.006,1355.6896499840946,0.005415323,749.1605230933575,0.00804294,4.989421063325338,0.7835969,1750.9801690843708,189.76117,"2,29,69,96,107",two transits; actual period likely shorter than 749.2 days; another star in the pixel,4.71539,0.135062,1,0.5581690073013306,0.0637437,2.343895973601029,0.9431504,109.07505170291046,3851.0,125.312,0.0334520480411825,8.911839,False,2,4,2,2,4,4,4,2021-07-28 19:58:07.330708+00:00,2024-12-05 16:08:53.027000+00:00,313889049,0.128238740824328,-26.2315369358347,278.218,105.663,11.7463,STAR,tmgaia2,20190415,,,319-000012,00003078-2613533,,,2334674025160373888,12608714,,tmgaia2,0.0726582,0.0546423,gaia2,13.7719,0.0415703,gaia2,34.5528265508571,-78.5939058322203,349.023784316911,-23.9742159230026,14.859,0.049,13.391,0.047,,,,,,,,,,,10.4,0.029,9.753,0.031,9.523,0.024,EEE-222-111-000-0-0,,,,,,,,,,12.6712,0.000299,0.006,gbprp,gaia2,3851.0,125.312,4.71539,0.135062,,,0.558169,0.0637437,0.59,0.0834059,3.39277,1.40158,DWARF,0.06173341,0.007363435,72.4603,0.2199,0.0,0.0,31.0,0.06894685,,,0.00145334785,0.0,0.0,,0.0898325,0.0769792,0.0539759,0.0735116,1.08505,1.71811,0.13504,0.135083,0.00503741,0.00968946,0.2193,0.2205,bj2018,134.443,116.182,dered0,13.6902,0.001981,11.6778,0.001372,1,,cdwrf,apassdr9,,1.15694335092231,0.847346663975658,0.129574150720624,-26.2310820041092,0.0365280239446592,0.0257389953913035,1,0,0.0,0.2946,0.3316,1.5707963267948966,6.0971166528703895,0.6102627820095425,8.470683720239215,,45838.155644414954,0.03355844348304517,5.0,"1,1,1,1,1","2,2,2,2,4","0,0,0,0,0"
