,Parameter Source Pipeline,Detection Pipeline(s),TIC ID,Full TOI ID,TOI Disposition,TIC Right Ascension,TIC Declination,TIC Right Ascension 2015.5,TIC Declination 2015.5,TMag Value,TMag Uncertainty,Orbital Epoch Value,Epoch Uncertainty,Orbital Period (days) Value,Orbital Period Uncertainty,Transit Duration (hours) Value,Transit Duration (hours) Uncertainty,Transit Depth Value,Transit Depth Uncertainty,Sectors,Public Comment,Surface Gravity Value,Surface Gravity Uncertainty,Planet Number,Star Radius Value,Star Radius Uncertainty,Planet Radius Value,Planet Radius Uncertainty,Planet Equilibrium Temperature (K) Value,Effective Temperature Value,Effective Temperature Uncertainty,Effective Stellar Flux Value,Signal-to-noise,Centroid Offset,Master,SG1a,SG1b,SG2,SG3,SG4,SG5,Alerted,Updated,ID,ra,dec,pmRA,pmDEC,Tmag,objType,typeSrc,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,dstArcSec,qld_a,qld_b,i,M_planet [ME],K_RV [m/s],TSM,ESM,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Sectors_Observed,Cameras,CCDs,EdgeWarn
69,spoc-s01-s69-b0A-PC,SPOC,237920046,873.01,PC,56.7343,-63.3373,56.7366362676,-63.3368784178,12.055,0.04,1326.2249034092893,0.0015249635,5.931200319734016,1.2634926e-05,2.031448652948118,0.31917432,1021.9253752843988,77.24677,"1,2,3,4,11,28,29,30,31,34,38,61,62,64,65,68,69,88,89,95,96,97",,4.74005,0.340758,1,0.5203999876976013,0.0154554,1.7979810875634252,0.40627712,518.0279088183689,3797.0,64.0,17.0189841536459,13.363984,False,2,4,1,1,4,4,4,2019-07-12 16:20:28+00:00,2024-09-08 21:15:29.062000+00:00,237920046,56.7343236175195,-63.3373008270785,241.031,98.1123,12.1249,STAR,tmgaia2,20190415,,,134-003332,03465622-6320142,,J034656.61-632013.2,4673392195823039744,29795571,,tmgaia2,0.0484496,0.0460128,gaia2,12.9655,0.0239113,gaia2,277.287692502458,-44.0578920960492,357.386687733938,-75.7355074558057,15.48,0.029,13.996,0.036,,,,,,,,,,,10.853,0.024,10.199,0.023,9.951,0.021,AAA-222-111-000-0-0,,9.853,0.023,9.805,0.02,9.685,0.033,8.942,,13.1681,0.000483,0.00725087,cdwrf,cdwrf,3694.0,157.0,4.7196,0.00878287,,,0.5204,0.0154554,0.517851,0.0202854,3.67446,0.183648,DWARF,0.0454314761,0.0104721757,76.9563,0.1427,0.0,0.0,52.0,0.0212621912,,,0.003858636,0.0,0.0,,,,,,,,,,,,0.1424,0.143,bj2018,,,cdwrf,14.2434,0.001868,12.1507,0.000678,1,,cdwrf,apassdr9,cooldwarfs_v8,0.882674842214066,0.713555194348381,56.7366362676435,-63.3368784178336,0.0239293292488146,0.0225623052677735,1,0,0.0,0.2315,0.3808,1.5707963267948966,3.8870327429854896,2.129378206718975,26.598048233614243,,23320523.383874603,17.073122925008942,22.0,"4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,3","1,4,3,2,4,1,4,3,2,3,4,3,3,4,4,4,4,3,3,4,4,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
70,spoc-s01-s69-b0A-CP,SPOC,271971130,715.01,PC,113.851073,-73.577469,113.852327569,-73.5774088643,13.527,0.017,1327.5520871247534,0.0016847417,19.287957909893205,3.1897005e-05,2.1841643128740964,0.18382452,4773.55088323548,238.33017,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,29,30,31,32,33,34,35,36,37,39,61,62,63,64,65,66,67,68,69,87,88,89,90,93,94,95,96,97,98",TOI-715 b,4.438,0.0,1,0.2298240065574646,0.0068728,1.714530822162526,0.12552437,235.0427129181652,3075.0,0.0,0.7212871025146816,20.484884,False,5,5,5,5,5,5,5,2019-05-24 15:31:12+00:00,2025-07-09 20:46:02.600000+00:00,271971130,113.851069121844,-73.5774518610007,82.6344,9.98719,13.5308,STAR,tmgaia2,20190415,,,083-012601,07352425-7334388,,J073524.46-733438.7,5262666416118954368,33649915,,tmgaia2,0.0779068,0.0982176,gaia2,23.5534,0.0472244,gaia2,285.395223152195,-22.9175752984135,231.614417628699,-79.3910041187898,18.137,-0.164,16.683,1.133,,,,,,,,,,,11.808,0.024,11.264,0.026,10.917,0.019,AAA-222-111-000-0-0,,10.753,0.023,10.571,0.02,10.387,0.049,8.924,,14.894,0.000665,0.0073721,cdwrf,cdwrf,3187.0,157.0,5.01492,0.0179206,,,0.229824,0.0068728,0.199363,0.0200854,16.4232,0.185712,DWARF,0.00490923366,0.00126847648,42.4048,0.08555,0.0,0.0,163.0,0.0201626271,,,0.007715307,0.0,0.0,,,,,,,,,,,,0.0854,0.0857,bj2018,,,cdwrf,16.6181,0.004988,13.6259,0.001551,1,,ucac4,apassdr9,cooldwarfs_v8,1.50850381204327,1.52315217342953,113.852327569454,-73.5774088643468,0.0446283575105029,0.0487196186690264,1,0,0.0,0.1533,0.4776,1.5707963267948966,3.5857173760490872,2.505356976404868,37.46703317793293,,988349.3043284004,0.7235776353679022,43.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4","2,3,3,3,4,4,4,1,1,1,1,2,2,2,3,3,3,4,4,4,1,1,1,2,4,1,1,1,3,2,2,2,3,4,4,1,1,2,2,2,3,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
71,qlp-s34-tois,QLP,149788158,727.01,PC,130.7368334,-2.4980677000000004,130.736930668,-2.4985850341,11.0,0.0069999999999999,2245.5184598,0.0032401,4.7244442,4.31e-05,0.999,0.373,1480.0,25.7038,"8,34,61,88,99",SG1 to check if signal is real and if it is on the target or neighbor 149788157; period might be double,4.74,0.01,1,0.5,0.01,1.97562,0.283431,441.0,3653.0,157.0,6.29202,10.0,False,2,4,2,2,4,4,4,2019-05-24 18:24:57+00:00,2021-06-11 19:23:33.937000+00:00,149788158,130.736833368722,-2.49806772159504,22.577,-120.15,11.0002,STAR,tmgaia2,20190415,,,438-048401,08425684-0229529,1237673709865074876,J084256.85-022954.2,3072157538091829120,1459729,,tmgaia2,0.06974,0.048875,gaia2,23.2421,0.0337891,gaia2,228.846124779861,23.3203213758133,133.912702491276,-19.9441616998394,13.836,0.097,12.68,0.125,16.555,0.00901973,15.4822,0.0151662,14.4583,0.0115194,13.0816,0.00559478,11.0801,0.00381976,9.662,0.024,9.078,0.029,8.827,0.021,AAA-222-111-000-0-0,,8.69,0.023,8.62,0.02,8.537,0.025,8.442,0.364,12.0657,0.000309,0.00728679,cdwrf,cdwrf,3653.0,157.0,4.73985,0.00801711,,,0.497204,0.0147744,0.495286,0.0202891,4.02951,0.194327,DWARF,0.0396609046,0.009220046,42.972,0.06285,0.0,0.0,93.0,0.124406084,,,0.0027910585,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.1776,0.002904,11.0308,0.00102,1,,cdwrf,apassdr9,cooldwarfs_v8,1.08171192277993,0.758068282924449,130.736930667715,-2.49858503410285,0.0323856944548834,0.027687184215294,1,0,0.0,0.2315,0.3808,1.5707963267948966,4.561303688142517,2.776856229344485,59.88886381565568,,28403099.71021538,20.794113614924544,5.0,"1,1,1,1,1","1,2,2,2,4","0,0,0,0,0"
72,spoc-s01-s39-b0A-PC,SPOC,231728511,864.01,PC,81.444281,-51.357033,81.4433951748,-51.3570314657,11.473,0.017,1411.1530696855136,0.00034728338,0.5206709998763396,8.127389e-06,0.5708161002119435,0.11516695,626.6355136403339,66.73877,"4,5,6,27,31,32,33,37,64,67,87,94,98",,4.438,0.0,1,0.39860999584198,0.0120441,1.004743801085316,0.78484046,1005.8308938307398,3460.0,0.0,241.8916542888493,14.267641,False,2,4,1,1,4,4,4,2019-07-12 16:20:28+00:00,2024-12-05 16:31:38.904000+00:00,231728511,81.4442457227725,-51.3570534385778,-123.361,5.10409,11.4966,STAR,tmgaia2,20190415,,,194-005832,05254662-5121253,,J052546.48-512125.3,4772266186971169792,25534737,,tmgaia2,0.0563551,0.0595189,gaia2,26.2237,0.0316529,gaia2,258.41121207434,-33.9915918509163,70.0451384396382,-74.2036735939369,15.289,0.027,13.805,0.126,,,,,,,,,,,10.053,0.023,9.458,0.024,9.219,0.025,AAA-222-111-000-0-0,,9.051,0.023,8.929,0.021,8.805,0.022,8.469,0.163,12.6669,0.000464,0.00728384,cdwrf,cdwrf,3474.0,157.0,4.82794,0.00352006,,,0.39861,0.0120441,0.38991,0.0203907,6.1563,0.236027,DWARF,0.0208502058,0.005055702,38.0915,0.0463,0.0,0.0,68.0,0.00162503682,,,0.00730738742,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.9735,0.00236,11.5487,0.001004,1,,ucac4,apassdr9,cooldwarfs_v8,0.969610290064238,0.923058382696103,81.4433951747716,-51.3570314657138,0.0273253664864682,0.0308428803914823,1,0,0.0,0.1604,0.4325,1.5707963267948966,0.9884742491840264,1.4721542958060094,13.165762755835203,,331454833.35022163,242.66046780878358,13.0,"3,3,3,4,3,3,3,4,4,4,3,4,3","4,4,3,4,4,3,3,3,3,4,3,4,3","0,0,0,0,0,0,0,0,0,0,0,0,0"
73,spoc-s01-s36-b0A-PC,SPOC,77156829,696.02,CP,68.1776,-39.7867,68.1789866289,-39.7908744118,10.51,0.06,1411.0675173545344,0.00086533575,3.694260408834618,1.0844465e-05,1.127852113601072,0.27371076,832.8225921046488,65.35565,"4,5,31,32,98,107",LHS 1678 c,4.89044,0.492117,2,0.3381899893283844,0.0104196,1.0428406955270466,0.4390688,510.9040792823933,3450.0,111.0,16.101950340270125,13.202267,False,5,5,5,5,5,5,5,2019-05-17 19:12:59+00:00,2021-07-28 12:45:38.298000+00:00,77156829,68.1776452049697,-39.7867076079512,239.41,-967.772,10.4276,STAR,tmgaia2,20190415,,,252-004629,04324261-3947112,,,4864160624337973248,,,tmgaia2,0.0414089,0.0505479,gaia2,50.2773,0.0236008,gaia2,243.292623728124,-42.9177424953421,54.4651996487693,-60.5618333430705,,,12.6,0.2,,,,,,,,,,,9.02,0.032,8.501,0.047,8.264,0.029,AAA-111-111-000-0-0,,,,,,,,,,11.5403,0.000509,0.00732494,cdwrf,cdwrf,3563.0,157.0,4.88565,0.000948349,,,0.33819,0.0104196,0.320556,0.0204311,8.28746,0.237207,DWARF,0.0166065544,0.00397068867,19.8782,0.0094,0.0,0.0,50.0,0.00725740846,,,0.0121638505,0.0,0.0,,,,,,,,,,,,0.0094,0.0094,bj2018,,,cdwrf,12.7467,0.001993,10.4688,0.001312,1,,cdwrf,,cooldwarfs_v8,0.682855698438211,0.783900529927779,68.1789866288737,-39.7908744118108,0.0194923052130676,0.0252907416666783,1,0,0.0,0.1671,0.4201,1.5707963267948966,1.1295252713600537,0.9975534910160703,14.628255159506,,22063869.8500235,16.15311783316687,6.0,"3,3,3,3,3,3","1,2,1,2,2,3","0,0,0,0,0,0"
74,spoc-s01-s69-b0A-PC,SPOC,271596225,797.01,PC,108.5617,-74.6025,108.563086211,-74.603094912,11.664,0.04,1326.820676680653,0.0005965679,1.8007935337818513,4.3087825e-06,1.1863073483261517,0.345455,622.5482075613576,43.959476,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,66,67,68,69,87,88,89,90,93,94,95,97,98",potential multi; L1 candidate,4.77431,0.348429,1,0.4737020134925842,0.0140887,1.1904013745854745,1.3750273,729.3539345020761,3704.0,64.0,66.87662103983763,21.547968,False,2,4,1,1,4,4,4,2019-06-14 18:35:01+00:00,2024-02-22 20:35:13.119000+00:00,271596225,108.561734606872,-74.6025441369553,83.3502,-127.921,11.7144,STAR,tmgaia2,20190415,,,077-007262,07141480-7436089,,J071415.03-743610.4,5262540590756812032,33638726,,tmgaia2,0.0445729,0.042326,gaia2,17.767,0.0248273,gaia2,286.0409091475,-24.5910269469413,241.014315735485,-79.9553831783509,15.17,0.045,13.689,0.035,,,,,,,,,,,10.408,0.023,9.781,0.025,9.557,0.021,AAA-222-111-000-0-0,,9.383,0.023,9.302,0.02,9.184,0.027,9.255,0.496,12.8028,0.000391,0.00731113,cdwrf,cdwrf,3607.0,157.0,4.76051,0.00713645,,,0.473702,0.0140887,0.471474,0.0202932,4.43549,0.204998,DWARF,0.0342207663,0.008033318,56.1927,0.07895,0.0,0.0,143.0,0.0315428078,,,0.00842175,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.9613,0.002199,11.7497,0.001216,1,,cdwrf,apassdr9,cooldwarfs_v8,0.868820125351171,0.656466826110829,108.563086211138,-74.6030949120129,0.0223725960041797,0.0233056854656915,1,0,0.0,0.1671,0.4201,1.5707963267948966,1.8151024619642782,1.5749255276220615,5.199036545841006,,91637682.84472342,67.0886068042871,43.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","2,3,3,3,4,4,4,4,1,1,1,2,2,2,2,3,3,3,4,4,4,1,1,1,1,2,4,1,1,1,2,2,2,3,4,4,1,1,2,2,2,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
75,spoc-s01-s69-b0A-CP,SPOC,150428135,700.03,CP,97.096855,-65.579306,97.0957165364,-65.5786148915,10.875,0.017,1331.3496450923217,0.0019034237,9.977272963157333,2.3784049e-05,2.2583630996384203,0.40294933,459.85254790772217,35.250004,"1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36,37,38,61,62,63,64,65,66,68,69,87,88,89,90,93,95,96,97",TOI-700 b / TOI-700.03,4.438,0.0,3,0.4194569885730743,0.0125728,0.961728828302629,0.39835432,384.0559420018141,3482.0,0.0,5.141607931386067,13.609558,False,5,5,5,5,5,5,5,2019-07-23 18:22:48+00:00,2024-02-14 15:13:15.766000+00:00,150428135,97.0967865903209,-65.5793115481931,-102.75,161.805,10.9102,STAR,tmgaia2,20190415,,,123-010026,06282325-6534456,,J062823.05-653443.7,5284517766615492736,31812705,,tmgaia2,0.0511051,0.0598665,gaia2,32.098,0.0210999,gaia2,275.469051542106,-26.8807023127635,164.440908269798,-86.9606928411769,14.55,0.047,13.151,0.069,,,,,,,,,,,9.469,0.023,8.893,0.027,8.634,0.023,AAA-222-111-000-0-0,,8.523,0.023,8.392,0.02,8.281,0.019,8.234,0.115,12.0665,0.000478,0.00742341,cdwrf,cdwrf,3494.0,157.0,4.80892,0.0046511,,,0.419457,0.0125728,0.413261,0.0203393,5.59967,0.227958,DWARF,0.023624422,0.0056919707,31.1265,0.0206,0.0,0.0,252.0,0.0109307412,,,0.0167746972,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,13.3503,0.002842,10.9599,0.001843,1,,ucac4,apassdr9,cooldwarfs_v8,0.942540465831034,0.928427715606363,97.095716536439,-65.5786148915323,0.0229153995179901,0.0303734474580632,1,0,0.0,0.1604,0.4325,1.5707963267948966,0.8449972986311481,0.45239775091756285,6.094517566376555,,7045371.480434644,5.157967141551685,37.0,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","3,4,4,4,1,1,1,2,2,2,3,3,3,4,4,1,1,1,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,2,3,3,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
76,qlp-s62-ffi,SPOC,34068865,731.01,CP,146.1243,-45.7765,146.121463999,-45.7790164817,8.011,0.016,3013.7131001,0.0006209,0.3219233,4e-07,0.199,0.086,204.0,1926.16,"9,35,36,62,63,89,90,99",GJ 367 b,4.82492,0.061282,1,0.46,0.01,2.66076,0.921089,1296.0,3518.0,84.0,469.443,17.0,False,5,5,5,5,5,5,5,2019-06-06 16:40:58+00:00,2023-04-12 16:30:44.805000+00:00,34068865,146.124319407249,-45.7765071080434,-462.549,-582.814,8.03194,STAR,tmgaia2,20190415,47780,8168-02031-1,222-038568,09442986-4546351,,,5412250540681250560,22735013,,tmgaia2,0.0557454,0.058066,gaia2,106.211,0.0317349,gaia2,272.243101708129,5.66210503694866,172.949121092877,-54.304515621937,11.617,0.034,10.153,0.044,,,,,,,,,,,6.632,0.023,6.045,0.044,5.78,0.02,AAA-111-111-000-0-0,,,,,,,,,,9.15159,0.00065,0.00743045,cdwrf,cdwrf,3536.0,157.0,4.77463,0.00641517,,,0.457751,0.0135803,0.454797,0.0202618,4.74165,0.210894,DWARF,0.02951225,0.00702821,9.41263,0.002835,0.0,0.0,1084.0,0.137458175,,,0.0219015069,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,10.398,0.001198,8.07785,0.001886,1,,cdwrf,apassdr9,cooldwarfs_v8,0.93822791208358,0.900463205962766,146.121463998635,-45.7790164816805,0.0245096472706668,0.0281528819793418,1,0,0.0,0.1604,0.4325,1.5707963267948966,7.561666032115157,11.92999634830513,969.3579360010401,,803826232.7203581,588.4869672809791,8.0,"3,3,3,2,2,2,2,2","1,1,2,2,1,2,1,1","0,0,0,0,0,0,0,0"
77,spoc-s01-s36-b0A,SPOC,36724087,732.01,CP,154.6464,-11.7167,154.644903323,-11.7178009951,10.534,0.058,2988.468158130936,0.0010487546,0.7683903811107589,9.604465e-06,1.024124154301698,0.45347685,903.9933214094564,92.97864,"9,35,62,89,100",LTT 3780 b / TOI-732.01,4.94957,0.423263,1,0.3741390109062195,0.0111845,1.1406446955933809,1.5143634,830.8904817433221,3329.0,72.0,112.64090666010556,12.229575,False,5,5,5,5,5,5,5,2019-06-06 16:40:58+00:00,2023-10-04 22:08:34.977000+00:00,36724087,154.64640455881,-11.7167337731632,-341.409,-247.87,10.5848,STAR,tmgaia2,20190415,,,392-050728,10183516-1142599,,,3767281845873242112,6040742,,tmgaia2,0.114169,0.105066,gaia2,45.4644,0.0826889,gaia2,254.201060710436,36.3068169534723,161.044832375418,-20.6768223283533,14.678,0.043,13.14,0.035,,,,,,,,,,,9.007,0.03,8.439,0.065,8.204,0.021,AAA-111-111-000-0-0,,,,,,,,,,11.8465,0.000477,0.00738523,cdwrf,cdwrf,3331.0,157.0,4.85074,0.00163431,,,0.374139,0.0111845,0.362023,0.0202675,6.91253,0.232708,DWARF,0.0155259864,0.00387691357,21.9814,0.04025,0.0,0.0,63.0,1.24747908,,,0.0049355235,0.0,0.0,,,,,,,,,,,,0.0402,0.0403,bj2018,,,cdwrf,13.3521,0.003831,10.6583,0.001641,1,,cdwrf,apassdr9,cooldwarfs_v8,1.78027678776985,1.6297453351728,154.644903322945,-11.717800995138,0.0696956078766559,0.0631086047104897,1,0,0.0,0.1529,0.4604,1.5707963267948966,1.557538019590844,2.140782721696813,18.556982892034462,,154347872.17879057,112.99918752013157,5.0,"1,1,1,1,1","1,2,2,2,4","0,0,0,0,0"
78,spoc-s01-s65-b0A-CP,SPOC,181804752,736.01,CP,165.6915,-16.4062,165.690484347,-16.406444499,13.508,0.059,1546.5080664417126,0.00066380855,4.98991757887488,5.5999312e-06,1.381965375054522,0.09407357,18931.410581167784,1268.5297,"9,36,63,90,100",LP 791-18 c / TOI 736.01,5.14315,0.410207,1,0.1714300066232681,0.00518929,2.9858435952439484,1.2432178,312.05708886579777,2940.0,67.0,2.2410792399624686,26.609259,False,5,5,5,5,5,5,5,2019-06-06 16:40:58+00:00,2024-02-14 15:08:38.923000+00:00,181804752,165.691476612015,-16.4061904736575,-221.078,-58.9989,13.5571,STAR,tmgaia2,20190415,,,,11024596-1624222,1237671142546276556,J110245.79-162422.8,3562427951852172288,,,tmgaia2,0.218931,0.138468,gaia2,37.7177,0.0904032,gaia2,268.566696199994,39.1067630579295,173.544988680275,-20.698071013271,,,16.91,0.2,21.2975,0.138655,17.8827,0.00566844,16.2672,0.00385004,14.3142,0.00343652,13.2565,0.00352587,11.559,0.024,10.993,0.022,10.644,0.023,AAA-222-111-000-0-0,,10.426,0.023,10.233,0.021,10.024,0.062,8.637,,15.0715,0.001324,0.00773214,cdwrf,cdwrf,2949.0,157.0,5.12123,0.0355726,,,0.17143,0.00518929,0.14169,0.0200509,28.1241,1.44003,DWARF,0.00200247671,0.00055133,26.4927,0.0639,0.0,0.0,60.0,0.0139234839,,,0.0026199033,0.0,0.0,,,,,,,,,,,,0.0638,0.064,bj2018,,,cdwrf,17.2383,0.007195,13.6951,0.002934,1,,cdwrf,,cooldwarfs_v8,3.42994349430451,2.14723603178511,165.690484346793,-16.4064444990293,0.0991418780606727,0.0649333787836555,1,0,0.0,0.1998,0.5387,1.5707963267948966,9.196261207998658,12.662109265772674,209.7600701932352,,3070847.61442817,2.24818962859794,5.0,"1,1,1,1,1","2,1,1,1,3","0,0,0,0,0"
79,spoc-s01-s65-b0A-CP,SPOC,181804752,736.02,CP,165.6915,-16.4062,165.690484347,-16.406444499,13.508,0.059,1543.5580056196975,0.00069767056,0.9479945435782158,1.38934165e-05,0.5646629781363177,0.2614891,4200.528890036626,566.98956,"9,36,63,90,100",LP 791-18 b,5.14315,0.410207,2,0.1714300066232681,0.00518929,1.192639209299571,0.47840133,542.8292370020347,2940.0,67.0,20.519837882984373,10.809539,False,5,5,5,5,5,5,5,2019-06-06 16:40:58+00:00,2024-01-17 13:07:37.713000+00:00,181804752,165.691476612015,-16.4061904736575,-221.078,-58.9989,13.5571,STAR,tmgaia2,20190415,,,,11024596-1624222,1237671142546276556,J110245.79-162422.8,3562427951852172288,,,tmgaia2,0.218931,0.138468,gaia2,37.7177,0.0904032,gaia2,268.566696199994,39.1067630579295,173.544988680275,-20.698071013271,,,16.91,0.2,21.2975,0.138655,17.8827,0.00566844,16.2672,0.00385004,14.3142,0.00343652,13.2565,0.00352587,11.559,0.024,10.993,0.022,10.644,0.023,AAA-222-111-000-0-0,,10.426,0.023,10.233,0.021,10.024,0.062,8.637,,15.0715,0.001324,0.00773214,cdwrf,cdwrf,2949.0,157.0,5.12123,0.0355726,,,0.17143,0.00518929,0.14169,0.0200509,28.1241,1.44003,DWARF,0.00200247671,0.00055133,26.4927,0.0639,0.0,0.0,60.0,0.0139234839,,,0.0026199033,0.0,0.0,,,,,,,,,,,,0.0638,0.064,bj2018,,,cdwrf,17.2383,0.007195,13.6951,0.002934,1,,cdwrf,,cooldwarfs_v8,3.42994349430451,2.14723603178511,165.690484346793,-16.4064444990293,0.0991418780606727,0.0649333787836555,1,0,0.0,0.1998,0.5387,1.5707963267948966,1.8273623418788172,4.376718426898694,17.370340910442106,,28117388.304605708,20.58494223961896,5.0,"1,1,1,1,1","2,1,1,1,3","0,0,0,0,0"
80,spoc-s62-b0A,SPOC,36724087,732.02,CP,154.6464,-11.7167,154.644903323,-11.7178009951,10.534,0.058,2992.612785203691,0.0010680043,12.253430820242428,0.0015667251,1.3699490378551464,0.13741581,3729.6347090620466,328.46353,"9,35,62,89,100",LTT 3780 c / TOI-732.02,4.94957,0.423263,2,0.3741390109062195,0.0111845,2.2967943695147945,0.39371803,330.10481269348895,3329.0,72.0,2.8062633608137557,10.1567335,False,5,5,5,5,5,5,5,2019-06-06 16:40:58+00:00,2023-10-02 15:17:00+00:00,36724087,154.64640455881,-11.7167337731632,-341.409,-247.87,10.5848,STAR,tmgaia2,20190415,,,392-050728,10183516-1142599,,,3767281845873242112,6040742,,tmgaia2,0.114169,0.105066,gaia2,45.4644,0.0826889,gaia2,254.201060710436,36.3068169534723,161.044832375418,-20.6768223283533,14.678,0.043,13.14,0.035,,,,,,,,,,,9.007,0.03,8.439,0.065,8.204,0.021,AAA-111-111-000-0-0,,,,,,,,,,11.8465,0.000477,0.00738523,cdwrf,cdwrf,3331.0,157.0,4.85074,0.00163431,,,0.374139,0.0111845,0.362023,0.0202675,6.91253,0.232708,DWARF,0.0155259864,0.00387691357,21.9814,0.04025,0.0,0.0,63.0,1.24747908,,,0.0049355235,0.0,0.0,,,,,,,,,,,,0.0402,0.0403,bj2018,,,cdwrf,13.3521,0.003831,10.6583,0.001641,1,,cdwrf,apassdr9,cooldwarfs_v8,1.78027678776985,1.6297453351728,154.644903322945,-11.717800995138,0.0696956078766559,0.0631086047104897,1,0,0.0,0.1529,0.4604,1.5707963267948966,5.890557394893691,3.2166099301425017,105.54309786570384,,3845323.9711742457,2.8151893405504564,5.0,"1,1,1,1,1","1,2,2,2,4","0,0,0,0,0"
81,qlp-s62-ffi,SPOC/QLP,359271092,741.01,PC,140.4067,-60.282,140.399375865,-60.2811692027,7.675,0.032,3006.4141705,0.0048554,7.5768334,3.52e-05,2.073,0.83,289.0,32.1517,"9,10,36,37,62,64,89",Crowded field. High proper motion star.,4.75957,0.060823,1,0.53,0.02,0.867887,0.066986,629.0,3766.0,95.0,26.1371,12.0,False,2,4,1,1,4,4,4,2019-06-06 16:40:58+00:00,2023-04-12 17:55:57.837000+00:00,359271092,140.406672460513,-60.2819530013263,-840.114,182.09,7.66874,STAR,tmgaia2,20190415,45908,8940-02067-1,149-024267,09213761-6016551,,,5299440441521812992,,,tmgaia2,0.0564286,0.0623297,gaia2,95.6279,0.0284141,gaia2,279.587481356848,-7.30432784434914,188.278729843306,-67.2924362996124,10.924,0.047,9.49,0.1,,,,,,,,,,,6.442,0.023,5.793,0.033,5.587,0.021,AAA-111-111-000-0-0,,,,,,,,,,8.67538,0.000559,0.00730143,cdwrf,cdwrf,3745.0,157.0,4.71536,0.00891493,,,0.525276,0.0155831,0.522473,0.0202738,3.60497,0.181157,DWARF,0.0488964245,0.0111528672,10.454,0.00315,0.0,0.0,1299.0,0.0317084379,,,0.02500772,0.0,0.0,,,,,,,,,,,,,,bj2018,,,cdwrf,9.7222,0.001027,7.69223,0.001156,1,,cdwrf,tycho2b3,cooldwarfs_v8,1.01168468431578,0.966531459377161,140.399375865288,-60.2811692027377,0.0245430866937826,0.0285281192618993,1,0,0.0,0.2315,0.3808,1.5707963267948966,0.5848392328701092,0.2935283370230784,21.029874862242217,,18000822.14410558,13.17853138021965,7.0,"3,3,3,3,3,3,3","4,3,4,3,4,3,4","0,0,0,0,0,0,0"
